Store,Category,Product,Product_URL,Source,Size,Bust,Waist,Hips,US/CAN,UK,EU,AUS,Cup Size,Unit,CHEST,LENGTH,SHOULDER,SLEEVE,India,US,Inseam,Shoulder,Hip,Chest
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-02/8930526724258/buy,browser_scrape,L,,,,,,,,,inches,45,29,19,26,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-02/8930526724258/buy,browser_scrape,XL,,,,,,,,,inches,47.5,30,20,26.88,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-02/8930526724258/buy,browser_scrape,XXL,,,,,,,,,inches,50.5,30.63,21.25,27.13,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-02/8930526724258/buy,browser_scrape,3XL,,,,,,,,,inches,51,30,20.5,26,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-02/8930526724258/buy,browser_scrape,4XL,,,,,,,,,inches,53,31,21.25,26.5,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-02/8930526724258/buy,browser_scrape,5XL,,,,,,,,,inches,55,31.5,22,27,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-02/8930526724258/buy,browser_scrape,6XL,,,,,,,,,inches,57,32,22.75,27.5,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-03/8930526757026/buy,browser_scrape,XS,,,,,,,,,inches,37,26,16,24.5,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-03/8930526757026/buy,browser_scrape,S,,,,,,,,,inches,39.5,27,17,25,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-03/8930526757026/buy,browser_scrape,M,,,,,,,,,inches,41.75,28,18,25.5,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-03/8930526757026/buy,browser_scrape,L,,,,,,,,,inches,45,29,19,26,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-03/8930526757026/buy,browser_scrape,XL,,,,,,,,,inches,47.5,30,20,26.88,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-03/8930526757026/buy,browser_scrape,XXL,,,,,,,,,inches,50.5,30.63,21.25,27.13,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-03/8930526757026/buy,browser_scrape,3XL,,,,,,,,,inches,51,30,20.5,26,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-03/8930526757026/buy,browser_scrape,4XL,,,,,,,,,inches,53,31,21.25,26.5,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-03/8930526757026/buy,browser_scrape,5XL,,,,,,,,,inches,55,31.5,22,27,,,,,,
Snitch,,,https://www.snitch.com/men-shirts/stripes-slim-fit-luxe-stretch-shirt-4mlx1222-03/8930526757026/buy,browser_scrape,6XL,,,,,,,,,inches,57,32,22.75,27.5,,,,,,
Westside,,Nuon Black Slim-Fit Mid-Rise Jeans,https://www.westside.com/products/nuon-black-slim-fit-mid-rise-jeans-300796748,image_ocr,,,,,,,,,,cm,,,,,28,28,21,,,
Westside,,Nuon Black Slim-Fit Mid-Rise Jeans,https://www.westside.com/products/nuon-black-slim-fit-mid-rise-jeans-300796748,image_ocr,,,,,,,,,,cm,,,,,30,30,81,,,
Westside,,Nuon Black Slim-Fit Mid-Rise Jeans,https://www.westside.com/products/nuon-black-slim-fit-mid-rise-jeans-300796748,image_ocr,,,,,,,,,,cm,,,,,32,32,81,,,
Westside,,Nuon Black Slim-Fit Mid-Rise Jeans,https://www.westside.com/products/nuon-black-slim-fit-mid-rise-jeans-300796748,image_ocr,,,,,,,,,,cm,,,,,34,34,81,,,
Westside,,Nuon Black Slim-Fit Mid-Rise Jeans,https://www.westside.com/products/nuon-black-slim-fit-mid-rise-jeans-300796748,image_ocr,,,,,,,,,,cm,,,,,36,36,81,,,
Westside,,Nuon Black Slim-Fit Mid-Rise Jeans,https://www.westside.com/products/nuon-black-slim-fit-mid-rise-jeans-300796748,image_ocr,,,,,,,,,,cm,,,,,38,38,81,,,
Westside,,Nuon Black Slim-Fit Mid-Rise Jeans,https://www.westside.com/products/nuon-black-slim-fit-mid-rise-jeans-300796748,image_ocr,,,,,,,,,,cm,,,,,40,40,81,,,
Westside,,ETA Olive Striped Slim Fit T-Shirt,https://www.westside.com/products/eta-olive-striped-slim-fit-t-shirt-300795960,image_ocr,,,71,,,35-37,40,,,cm,,,,,XS,35-37,,43,86,91
Westside,,ETA Olive Striped Slim Fit T-Shirt,https://www.westside.com/products/eta-olive-striped-slim-fit-t-shirt-300795960,image_ocr,,,76,,,37-40,42,,,cm,,,,,S,37-40,,45,91,96
Westside,,ETA Olive Striped Slim Fit T-Shirt,https://www.westside.com/products/eta-olive-striped-slim-fit-t-shirt-300795960,image_ocr,,,81,,,40-42,44,,,cm,,,,,M,40-42,,46,96,101
Westside,,ETA Olive Striped Slim Fit T-Shirt,https://www.westside.com/products/eta-olive-striped-slim-fit-t-shirt-300795960,image_ocr,,,86,,,42-44,46,,,cm,,,,,L,42-44,,48,101,106
Westside,,ETA Olive Striped Slim Fit T-Shirt,https://www.westside.com/products/eta-olive-striped-slim-fit-t-shirt-300795960,image_ocr,,,,,,44-46,,,,cm,,,,,XL,44-46,,,,
Westside,,ETA Olive Striped Slim Fit T-Shirt,https://www.westside.com/products/eta-olive-striped-slim-fit-t-shirt-300795960,image_ocr,,,,,,46-48,,,,cm,,,,,XXL,46-48,,,,
Westside,,ETA Olive Striped Slim Fit T-Shirt,https://www.westside.com/products/eta-olive-striped-slim-fit-t-shirt-300795960,image_ocr,,,,,,50-52,,,,cm,,,,,XXXL,50-52,,,,
Westside,,Studiofit Black Slim Fit Jacket,https://www.westside.com/products/studiofit-black-slim-fit-jacket-300793387,image_ocr,,,,,,35-37,40,,,cm,,,,,XS,35-37,,,86,
Westside,,Studiofit Black Slim Fit Jacket,https://www.westside.com/products/studiofit-black-slim-fit-jacket-300793387,image_ocr,,,,,,37-40,46,,,cm,,,,,S,37-40,,,91,
Westside,,Studiofit Black Slim Fit Jacket,https://www.westside.com/products/studiofit-black-slim-fit-jacket-300793387,image_ocr,,,,,,40-42,50,,,cm,,,,,M,40-42,,,96,
Westside,,Studiofit Black Slim Fit Jacket,https://www.westside.com/products/studiofit-black-slim-fit-jacket-300793387,image_ocr,,,,,,42-44,,,,cm,,,,,L,42-44,,,101,
Westside,,Studiofit Black Slim Fit Jacket,https://www.westside.com/products/studiofit-black-slim-fit-jacket-300793387,image_ocr,,,,,,44-46,,,,cm,,,,,XL,44-46,,,106,
Westside,,Studiofit Black Slim Fit Jacket,https://www.westside.com/products/studiofit-black-slim-fit-jacket-300793387,image_ocr,,,,,,46-48,,,,cm,,,,,XXL,46-48,,,111,
Westside,,Studiofit Black Slim Fit Jacket,https://www.westside.com/products/studiofit-black-slim-fit-jacket-300793387,image_ocr,,,,,,50-52,,,,cm,,,,,XXXL,50-52,,,116,
Westside,,ETA Grey Self-Patterned Slim Fit T-Shirt,https://www.westside.com/products/eta-grey-self-patterned-slim-fit-t-shirt-300796434,image_ocr,,,71,,,35-37,40,,,cm,,,,,XS,35-37,,43,86,91
Westside,,ETA Grey Self-Patterned Slim Fit T-Shirt,https://www.westside.com/products/eta-grey-self-patterned-slim-fit-t-shirt-300796434,image_ocr,,,76,,,37-40,42,,,cm,,,,,S,37-40,,45,91,96
Westside,,ETA Grey Self-Patterned Slim Fit T-Shirt,https://www.westside.com/products/eta-grey-self-patterned-slim-fit-t-shirt-300796434,image_ocr,,,81,,,40-42,44,,,cm,,,,,M,40-42,,46,96,101
Westside,,ETA Grey Self-Patterned Slim Fit T-Shirt,https://www.westside.com/products/eta-grey-self-patterned-slim-fit-t-shirt-300796434,image_ocr,,,86,,,42-44,46,,,cm,,,,,L,42-44,,48,101,106
Westside,,ETA Grey Self-Patterned Slim Fit T-Shirt,https://www.westside.com/products/eta-grey-self-patterned-slim-fit-t-shirt-300796434,image_ocr,,,,,,44-46,,,,cm,,,,,XL,44-46,,,,
Westside,,ETA Grey Self-Patterned Slim Fit T-Shirt,https://www.westside.com/products/eta-grey-self-patterned-slim-fit-t-shirt-300796434,image_ocr,,,,,,46-48,,,,cm,,,,,XXL,46-48,,,,
Westside,,ETA Grey Self-Patterned Slim Fit T-Shirt,https://www.westside.com/products/eta-grey-self-patterned-slim-fit-t-shirt-300796434,image_ocr,,,,,,50-52,,,,cm,,,,,XXXL,50-52,,,,
Westside,,WES Casuals Black Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-slim-fit-polo-t-shirt-300794940,image_ocr,,,71,,,,,,,cm,,,,,XS,,,,86,91
Westside,,WES Casuals Black Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-slim-fit-polo-t-shirt-300794940,image_ocr,,,76,,,,,,,cm,,,,,S,,,,91,96
Westside,,WES Casuals Black Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-slim-fit-polo-t-shirt-300794940,image_ocr,,,81,,,,,,,cm,,,,,M,,,,96,101
Westside,,WES Casuals Black Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-slim-fit-polo-t-shirt-300794940,image_ocr,,,86,,,,,,,cm,,,,,L,,,,101,106
Westside,,WES Casuals Black Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-slim-fit-polo-t-shirt-300794940,image_ocr,,,91,,,,,,,cm,,,,,XL,,,,106,111
Westside,,WES Casuals Black Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-slim-fit-polo-t-shirt-300794940,image_ocr,,,96,,,,,,,cm,,,,,XXL,,,,111,116
Westside,,WES Casuals Black Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-slim-fit-polo-t-shirt-300794940,image_ocr,,,101,,,,,,,cm,,,,,XXXL,,,,116,121
Westside,,WES Casuals White Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-slim-fit-polo-t-shirt-300794940,image_ocr,,,71,,,,,,,cm,,,,,XS,,,,86,91
Westside,,WES Casuals White Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-slim-fit-polo-t-shirt-300794940,image_ocr,,,76,,,,,,,cm,,,,,S,,,,91,96
Westside,,WES Casuals White Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-slim-fit-polo-t-shirt-300794940,image_ocr,,,81,,,,,,,cm,,,,,M,,,,96,101
Westside,,WES Casuals White Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-slim-fit-polo-t-shirt-300794940,image_ocr,,,86,,,,,,,cm,,,,,L,,,,101,106
Westside,,WES Casuals White Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-slim-fit-polo-t-shirt-300794940,image_ocr,,,91,,,,,,,cm,,,,,XL,,,,106,111
Westside,,WES Casuals White Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-slim-fit-polo-t-shirt-300794940,image_ocr,,,96,,,,,,,cm,,,,,XXL,,,,111,116
Westside,,WES Casuals White Slim Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-slim-fit-polo-t-shirt-300794940,image_ocr,,,101,,,,,,,cm,,,,,XXXL,,,,116,121
Westside,,WES Casuals Mustard Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-mustard-relaxed-fit-polo-t-shirt-300794172,image_ocr,,,71,,,,,,,cm,,,,,XS,,,,86,91
Westside,,WES Casuals Mustard Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-mustard-relaxed-fit-polo-t-shirt-300794172,image_ocr,,,76,,,,,,,cm,,,,,S,,,,91,96
Westside,,WES Casuals Mustard Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-mustard-relaxed-fit-polo-t-shirt-300794172,image_ocr,,,81,,,,,,,cm,,,,,M,,,,96,101
Westside,,WES Casuals Mustard Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-mustard-relaxed-fit-polo-t-shirt-300794172,image_ocr,,,86,,,,,,,cm,,,,,L,,,,101,106
Westside,,WES Casuals Mustard Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-mustard-relaxed-fit-polo-t-shirt-300794172,image_ocr,,,91,,,,,,,cm,,,,,XL,,,,106,111
Westside,,WES Casuals Mustard Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-mustard-relaxed-fit-polo-t-shirt-300794172,image_ocr,,,96,,,,,,,cm,,,,,XXL,,,,111,116
Westside,,WES Casuals Mustard Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-mustard-relaxed-fit-polo-t-shirt-300794172,image_ocr,,,101,,,,,,,cm,,,,,XXXL,,,,116,121
Westside,,WES Casuals Black Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,71,,,,,,,cm,,,,,XS,,,,86,91
Westside,,WES Casuals Black Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,76,,,,,,,cm,,,,,S,,,,91,96
Westside,,WES Casuals Black Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,81,,,,,,,cm,,,,,M,,,,96,101
Westside,,WES Casuals Black Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,86,,,,,,,cm,,,,,L,,,,101,106
Westside,,WES Casuals Black Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,91,,,,,,,cm,,,,,XL,,,,106,111
Westside,,WES Casuals Black Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,96,,,,,,,cm,,,,,XXL,,,,111,116
Westside,,WES Casuals Black Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-black-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,101,,,,,,,cm,,,,,XXXL,,,,116,121
Westside,,WES Casuals White Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,71,,,,,,,cm,,,,,XS,,,,86,91
Westside,,WES Casuals White Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,76,,,,,,,cm,,,,,S,,,,91,96
Westside,,WES Casuals White Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,81,,,,,,,cm,,,,,M,,,,96,101
Westside,,WES Casuals White Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,86,,,,,,,cm,,,,,L,,,,101,106
Westside,,WES Casuals White Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,91,,,,,,,cm,,,,,XL,,,,106,111
Westside,,WES Casuals White Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,96,,,,,,,cm,,,,,XXL,,,,111,116
Westside,,WES Casuals White Relaxed Fit Polo T-Shirt,https://www.westside.com/products/wes-casuals-white-relaxed-fit-polo-t-shirt-300794472,image_ocr,,,101,,,,,,,cm,,,,,XXXL,,,,116,121
Westside,,Diza Curve White Solid Cotton Ethnic Pants,https://www.westside.com/products/diza-curve-white-solid-cotton-ethnic-pants-300818164,image_ocr,,,88,,,16-18],44-46,,,cm,,,,,XS,12-14],74,,112,
Westside,,Diza Curve White Solid Cotton Ethnic Pants,https://www.westside.com/products/diza-curve-white-solid-cotton-ethnic-pants-300818164,image_ocr,,,93,,,18-20,48-50,,,cm,,,,,S,14-16,74,,117,
Westside,,Diza Curve White Solid Cotton Ethnic Pants,https://www.westside.com/products/diza-curve-white-solid-cotton-ethnic-pants-300818164,image_ocr,,,98,,,22-24,52-54,,,cm,,,,,M,16-18,74,,122,
Westside,,Diza Curve White Solid Cotton Ethnic Pants,https://www.westside.com/products/diza-curve-white-solid-cotton-ethnic-pants-300818164,image_ocr,,,103,,,26-28,56-58,,,cm,,,,,L,18-20,74,,127,
Westside,,Diza Curve White Solid Cotton Ethnic Pants,https://www.westside.com/products/diza-curve-white-solid-cotton-ethnic-pants-300818164,image_ocr,,,110,,,30-32,60-62,,,cm,,,,,XL,20-22,74,,134,
Westside,,Diza Curve White Solid Cotton Ethnic Pants,https://www.westside.com/products/diza-curve-white-solid-cotton-ethnic-pants-300818164,image_ocr,,,117,,,34-36,64-66,,,cm,,,,,XXL,22-24,74,,141,
Westside,,WES Casuals Light Blue Slim Fit Cotton Shirt,https://www.westside.com/products/wes-casuals-light-blue-slim-fit-cotton-shirt-300816358,image_ocr,,,71,,,,,,,cm,,,,,XS,,,,86,91
Westside,,WES Casuals Light Blue Slim Fit Cotton Shirt,https://www.westside.com/products/wes-casuals-light-blue-slim-fit-cotton-shirt-300816358,image_ocr,,,76,,,,,,,cm,,,,,S,,,,91,96
Westside,,WES Casuals Light Blue Slim Fit Cotton Shirt,https://www.westside.com/products/wes-casuals-light-blue-slim-fit-cotton-shirt-300816358,image_ocr,,,81,,,,,,,cm,,,,,M,,,,96,101
Westside,,WES Casuals Light Blue Slim Fit Cotton Shirt,https://www.westside.com/products/wes-casuals-light-blue-slim-fit-cotton-shirt-300816358,image_ocr,,,86,,,,,,,cm,,,,,L,,,,101,106
Westside,,WES Casuals Light Blue Slim Fit Cotton Shirt,https://www.westside.com/products/wes-casuals-light-blue-slim-fit-cotton-shirt-300816358,image_ocr,,,91,,,,,,,cm,,,,,XL,,,,106,111
Westside,,WES Casuals Light Blue Slim Fit Cotton Shirt,https://www.westside.com/products/wes-casuals-light-blue-slim-fit-cotton-shirt-300816358,image_ocr,,,96,,,,,,,cm,,,,,XXL,,,,111,116
Westside,,WES Casuals Light Blue Slim Fit Cotton Shirt,https://www.westside.com/products/wes-casuals-light-blue-slim-fit-cotton-shirt-300816358,image_ocr,,,101,,,,,,,cm,,,,,XXXL,,,,116,121
Westside,,Nuon Charcoal Slim - Fit Mid - Rise Jeans,https://www.westside.com/products/nuon-charcoal-slim-fit-mid-rise-jeans-300817127,image_ocr,,,,,,,,,,cm,,,,,28,28,21,,,
Westside,,Nuon Charcoal Slim - Fit Mid - Rise Jeans,https://www.westside.com/products/nuon-charcoal-slim-fit-mid-rise-jeans-300817127,image_ocr,,,,,,,,,,cm,,,,,30,30,81,,,
Westside,,Nuon Charcoal Slim - Fit Mid - Rise Jeans,https://www.westside.com/products/nuon-charcoal-slim-fit-mid-rise-jeans-300817127,image_ocr,,,,,,,,,,cm,,,,,32,32,81,,,
Westside,,Nuon Charcoal Slim - Fit Mid - Rise Jeans,https://www.westside.com/products/nuon-charcoal-slim-fit-mid-rise-jeans-300817127,image_ocr,,,,,,,,,,cm,,,,,34,34,81,,,
Westside,,Nuon Charcoal Slim - Fit Mid - Rise Jeans,https://www.westside.com/products/nuon-charcoal-slim-fit-mid-rise-jeans-300817127,image_ocr,,,,,,,,,,cm,,,,,36,36,81,,,
Westside,,Nuon Charcoal Slim - Fit Mid - Rise Jeans,https://www.westside.com/products/nuon-charcoal-slim-fit-mid-rise-jeans-300817127,image_ocr,,,,,,,,,,cm,,,,,38,38,81,,,
Westside,,Nuon Charcoal Slim - Fit Mid - Rise Jeans,https://www.westside.com/products/nuon-charcoal-slim-fit-mid-rise-jeans-300817127,image_ocr,,,,,,,,,,cm,,,,,40,40,81,,,
Westside,,WES Casuals Navy Relaxed Fit Shirt,https://www.westside.com/products/wes-casuals-navy-relaxed-fit-shirt-300816357,image_ocr,,,71,,,,,,,cm,,,,,XS,,,,86,91
Westside,,WES Casuals Navy Relaxed Fit Shirt,https://www.westside.com/products/wes-casuals-navy-relaxed-fit-shirt-300816357,image_ocr,,,76,,,,,,,cm,,,,,S,,,,91,96
Westside,,WES Casuals Navy Relaxed Fit Shirt,https://www.westside.com/products/wes-casuals-navy-relaxed-fit-shirt-300816357,image_ocr,,,81,,,,,,,cm,,,,,M,,,,96,101
Westside,,WES Casuals Navy Relaxed Fit Shirt,https://www.westside.com/products/wes-casuals-navy-relaxed-fit-shirt-300816357,image_ocr,,,86,,,,,,,cm,,,,,L,,,,101,106
Westside,,WES Casuals Navy Relaxed Fit Shirt,https://www.westside.com/products/wes-casuals-navy-relaxed-fit-shirt-300816357,image_ocr,,,91,,,,,,,cm,,,,,XL,,,,106,111
Westside,,WES Casuals Navy Relaxed Fit Shirt,https://www.westside.com/products/wes-casuals-navy-relaxed-fit-shirt-300816357,image_ocr,,,96,,,,,,,cm,,,,,XXL,,,,111,116
Westside,,WES Casuals Navy Relaxed Fit Shirt,https://www.westside.com/products/wes-casuals-navy-relaxed-fit-shirt-300816357,image_ocr,,,101,,,,,,,cm,,,,,XXXL,,,,116,121
